address,info,z_address,bathrooms,bedrooms,finishedsqft,lastsolddate,lastsoldprice,latitude,longitude,neighborhood,totalrooms,usecode,yearbuilt,zestimate,zipcode,zpid
Address: 112 Woodland Avenue, San FranciscoSales price: 1425000Sales date: 11/07/2014Bedrooms: 3Square feet: 1500Lot size: 2600,112 Woodland Ave,2,3,1500,12/9/2014,1670000,37.762131,-122.453023,Parnassus - Ashbury,7,SingleFamily,1922,2040472,94117,15128086
Address: 4526 California Street, San FranciscoSales price: 1795000Sales date: 11/07/2014Bedrooms: 0Square feet: 2625Lot size: 2570,4526 California St,2.5,4,2625,11/7/2014,1795000,37.78505,-122.466176,Lake,8,SingleFamily,1911,2032629,94118,15089699
Address: 882 27th Avenue, San FranciscoSales price: 1127000Sales date: 11/07/2014Bedrooms: 3Square feet: 1852Lot size: 2410,882 27th Ave,2,3,1852,11/7/2014,1127000,37.772837,-122.486064,Central Richmond,7,SingleFamily,1939,1486112,94121,15099579
Address: 1534 32nd Avenue, San FranciscoSales price: 950000Sales date: 11/07/2014Bedrooms: 2Square feet: 1450Lot size: 2996,1534 32nd Ave,2.3,3,1450,11/7/2014,950000,37.75854,-122.490417,Central Sunset,5,SingleFamily,1931,1162008,94122,15107290
Address: 1501 Filbert Street #5A, San FranciscoSales price: 1390000Sales date: 11/07/2014Bedrooms: 0Square feet: 0Lot size: 0,1501 Filbert St APT 4A,2,2,1220,11/14/2014,1345000,37.799205,-122.424522,Cow Hollow,5,Condominium,2014,1856517,94123,124398042
Address: 35 Mallorca Way, San FranciscoSales price: 1500000Sales date: 11/07/2014Bedrooms: 0Square feet: 1352Lot size: 2346,35 Mallorca Way,1.25,2,1335,11/7/2014,1500000,37.801285,-122.437671,Marina,5,Condominium,1924,1525855,94123,15070716
Address: 10 El Sereno Court, San FranciscoSales price: 1265000Sales date: 11/07/2014Bedrooms: 2Square feet: 1718Lot size: 2003,10 El Sereno Ct,3,2,1718,11/7/2014,1265000,37.738916,-122.444429,Miraloma Park,7,SingleFamily,1941,1653952,94127,15135015
Address: 374 Joost Avenue, San FranciscoSales price: 995000Sales date: 11/07/2014Bedrooms: 2Square feet: 936Lot size: 2495,374 Joost Ave,1,2,936,11/7/2014,995000,37.732583,-122.443731,Sunnyside,4,SingleFamily,1955,1185881,94131,15138575
Address: 80 Dawnview Way, San FranciscoSales price: 1251000Sales date: 11/07/2014Bedrooms: 0Square feet: 1563Lot size: 3057,80 Dawnview Way,3,4,1563,11/7/2014,1251000,37.747748,-122.445561,Midtown Terrace,7,SingleFamily,1957,1304252,94131,15132754
Address: 171 Stoneridge Lane #2103, San FranciscoSales price: 420000Sales date: 11/07/2014Bedrooms: 2Square feet: 1068Lot size: 213611,171 Stoneridge Ln # 2103,2,2,1068,5/6/2015,575000,37.710248,-122.426292,Crocker Amazon,5,Condominium,1994,584341,94134,15177796
Address: 89 Karen Court, San FranciscoSales price: 925000Sales date: 11/07/2014Bedrooms: 4Square feet: 1850Lot size: 1605,89 Karen Ct,2.5,4,1850,11/7/2014,925000,37.723226,-122.40699,Portola,8,SingleFamily,2002,860478,94134,61288498
Address: 162 Princeton Street, San FranciscoSales price: 952000Sales date: 11/07/2014Bedrooms: 3Square feet: 1450Lot size: 3000,162 Princeton St,3,3,1450,11/7/2014,952000,37.727558,-122.415918,Portola,6,SingleFamily,1974,960198,94134,15167320
Address: 77 Van Ness Avenue #605, San FranciscoSales price: 870000Sales date: 11/06/2014Bedrooms: 1Square feet: 946Lot size: 13040,77 Van Ness Ave APT 605,1,1,946,11/6/2014,870000,37.776062,-122.419853,Van Ness - Civic Center,4,Condominium,2009,978542,94102,111710812
Address: 95 McCoppin Street #E401, San FranciscoSales price: 685000Sales date: 11/06/2014Bedrooms: 1Square feet: 797Lot size: 43359,95 Mccoppin St APT E401,1,1,797,11/6/2014,685000,37.77111,-122.422065,South of Market,3,Condominium,1997,751793,94103,15142567
Address: 250 King Street #882, San FranciscoSales price: 649000Sales date: 11/06/2014Bedrooms: 1Square feet: 882Lot size: 213232,250 King St UNIT 882,1,1,882,11/6/2014,649000,37.777645,-122.39343,South of Market,3,Condominium,2004,845093,94107,69820166
Address: 818 Van Ness Avenue #503, San FranciscoSales price: 800000Sales date: 11/06/2014Bedrooms: 1Square feet: 791Lot size: 9810,818 Van Ness Ave APT 503,1,1,791,11/6/2014,800000,37.783241,-122.420478,Van Ness - Civic Center,5,Condominium,2008,958035,94109,111710744
Address: 949 Vienna Street, San FranciscoSales price: 720000Sales date: 11/06/2014Bedrooms: 2Square feet: 1370Lot size: 2510,949 Vienna St,2,2,1370,11/6/2014,720000,37.714422,-122.434611,Excelsior,6,SingleFamily,1922,952409,94112,15177084
Address: 62 Buena Vista Terrace, San FranciscoSales price: 1500000Sales date: 11/06/2014Bedrooms: 2Square feet: 1353Lot size: 2958,62 Buena Vista Ter,1,2,1353,11/6/2014,1500000,37.76762,-122.438545,Buena Vista Park,7,SingleFamily,1909,1416390,94117,69819058
Address: 866 28th Avenue, San FranciscoSales price: 1280000Sales date: 11/06/2014Bedrooms: 3Square feet: 2180Lot size: 2996,866 28th Ave,2.5,3,2440,11/6/2014,1280000,37.773064,-122.487116,Central Richmond,7,SingleFamily,1932,1849181,94121,15099628
Address: 738 26th Avenue, San FranciscoSales price: 1950000Sales date: 11/06/2014Bedrooms: 3Square feet: 1775Lot size: 3000,738 26th Ave,3,5,2954,11/6/2014,1950000,37.775506,-122.48515,Central Richmond,7,SingleFamily,1926,1817561,94121,15097598
Address: 463 Molimo Drive, San FranciscoSales price: 1065000Sales date: 11/06/2014Bedrooms: 3Square feet: 1460Lot size: 2504,463 Molimo Dr,1.5,3,1481,11/6/2014,1065000,37.738714,-122.451666,Miraloma Park,8,SingleFamily,1949,1030509,94127,15136588
Address: 150 Randall Street, San FranciscoSales price: 1579000Sales date: 11/06/2014Bedrooms: 3Square feet: 1700Lot size: 2247,150 Randall St,2,3,1700,11/6/2014,1579000,37.739916,-122.426766,Glen Park,7,SingleFamily,1924,1913568,94131,15183776
Address: 300 Ivy Street #128, San FranciscoSales price: 12000Sales date: 11/05/2014Bedrooms: 0Square feet: 0Lot size: 0,300 Ivy St APT 128,2,3,1605,11/5/2014,12000,37.777362,-122.42324,Hayes Valley,5,Condominium,2014,1930491,94102,123175021
Address: 8 Octavia Boulevard #302, San FranciscoSales price: 940000Sales date: 11/05/2014Bedrooms: 0Square feet: 0Lot size: 0,8 Octavia St UNIT 302,2,2,1001,11/5/2014,940000,37.772548,-122.423362,Hayes Valley,5,Condominium,2014,1092595,94102,125218126
Address: 1587 15th Street #301, San FranciscoSales price: 885000Sales date: 11/05/2014Bedrooms: 2Square feet: 1048Lot size: 8670,1587 15th St APT 301,1,2,1049,11/5/2014,885000,37.766487,-122.419486,Mission,5,Condominium,2007,830473,94103,79842809
Address: 700 Illinois Street #1, San FranciscoSales price: 1420000Sales date: 11/05/2014Bedrooms: 0Square feet: 1680Lot size: 9081,700 Illinois St # 1,2.5,2,1850,11/5/2014,1420000,37.76292,-122.388232,Central Waterfront - Dogpatch,8,Condominium,2002,2263864,94107,80741400
Address: 1483 Sutter Street #701, San FranciscoSales price: 750000Sales date: 11/05/2014Bedrooms: 1Square feet: 801Lot size: 48636,1483 Sutter St APT 701,1,1,801,11/5/2014,750000,37.78675,-122.424235,Van Ness - Civic Center,4,Condominium,1993,808505,94109,15076396
Address: 5 Dolores Terrace, San FranciscoSales price: 1410000Sales date: 11/05/2014Bedrooms: 3Square feet: 1136Lot size: 1206,5 Dolores Ter,2,3,1678,11/5/2014,1410000,37.762603,-122.42489,Mission,7,SingleFamily,1906,1511193,94110,15144093
Address: 2200 Sacramento Street #603, San FranciscoSales price: 1255000Sales date: 11/05/2014Bedrooms: 2Square feet: 1130Lot size: 17550,2200 Sacramento St APT 603,2,2,1130,11/5/2014,1255000,37.790681,-122.429498,Pacific Heights,4,Condominium,1964,1351987,94115,15074413
Address: 2145 California Street #1, San FranciscoSales price: 1275000Sales date: 11/05/2014Bedrooms: 0Square feet: 1367Lot size: 3805,2145 California St APT 1,2,2,1367,11/5/2014,1275000,37.789127,-122.429664,Lower Pacific Heights,4,Condominium,1890,1682405,94115,82785319
Address: 2480 22nd Avenue, San FranciscoSales price: 1056000Sales date: 11/05/2014Bedrooms: 3Square feet: 1650Lot size: 4000,2480 22nd Ave,2,3,1650,11/5/2014,1056000,37.741394,-122.47847,Parkside,7,SingleFamily,1923,1363639,94116,15122610
Address: 1316 A 7th Avenue, San FranciscoSales price: 1240000Sales date: 11/05/2014Bedrooms: 3Square feet: 1187Lot size: 2374,1316A 7th Ave,2,3,1450,11/5/2014,1240000,37.763798,-122.46386,Inner Sunset,6,Condominium,2008,1471940,94122,96020161
Address: 741 Teresita Boulevard, San FranciscoSales price: 1220000Sales date: 11/05/2014Bedrooms: 0Square feet: 1550Lot size: 2495,741 Teresita Blvd,2,3,1585,11/5/2014,1220000,37.735168,-122.445834,Miraloma Park,7,SingleFamily,1940,1267969,94127,15136161
Address: 8 Octavia Boulevard #508, San FranciscoSales price: 1320000Sales date: 11/04/2014Bedrooms: 0Square feet: 0Lot size: 0,8 Octavia St UNIT 508,2,2,1001,11/4/2014,1320000,37.772548,-122.423362,Hayes Valley,5,Condominium,2014,1099632,94102,125308682
Address: 322 6th Street #5, San FranciscoSales price: 1000000Sales date: 11/04/2014Bedrooms: 2Square feet: 1997Lot size: 6025,322 6th St APT 5,3,2,2031,11/4/2014,1000000,37.777936,-122.405393,South of Market,7,Condominium,2001,1382699,94103,64969361
Address: 177 Townsend Street #426, San FranciscoSales price: 875000Sales date: 11/04/2014Bedrooms: 1Square feet: 852Lot size: 42969,177 Townsend St UNIT 426,1,1,852,11/4/2014,875000,37.77898,-122.391769,South Beach,3,Condominium,2007,971431,94107,82786256
Address: 920 Harrison Street #3, San FranciscoSales price: 995000Sales date: 11/04/2014Bedrooms: 0Square feet: 1628Lot size: 6998,920 Harrison St APT 3,2.5,2,1628,11/4/2014,995000,37.778785,-122.402557,South of Market,4,Condominium,1999,1151361,94107,80754796
Address: 1770 Pacific Avenue #103, San FranciscoSales price: 1231000Sales date: 11/04/2014Bedrooms: 2Square feet: 1500Lot size: 8108,1770 Pacific Ave APT 103,2,2,1500,11/25/2015,1760000,37.794927,-122.424508,Pacific Heights,8,Condominium,1902,1563823,94109,15072951
Address: 1477 Dolores Street, San FranciscoSales price: 1355000Sales date: 11/04/2014Bedrooms: 0Square feet: 4200Lot size: 3149,1477 Dolores St # 1483,2,2,1460,11/4/2014,1355000,37.745799,-122.424234,Noe Valley,18,Condominium,1914,2050863,94110,15182596
Address: 239 Madrid Street, San FranciscoSales price: 715000Sales date: 11/04/2014Bedrooms: 2Square feet: 875Lot size: 2495,239 Madrid St,1,2,925,11/4/2014,715000,37.725528,-122.429501,Excelsior,5,SingleFamily,1922,732148,94112,15169322
Address: 4320 24th Street, San FranciscoSales price: 2200000Sales date: 11/04/2014Bedrooms: 0Square feet: 1469Lot size: 2964,4320 24th St,2,3,2137,11/4/2014,2200000,37.751225,-122.439255,Noe Valley,7,SingleFamily,1924,2776593,94114,15132299
Address: 2090 Great Highway #102, San FranciscoSales price: 540000Sales date: 11/04/2014Bedrooms: 2Square feet: 996Lot size: 8226,2090 Great Hwy APT 102,2,2,996,11/4/2014,540000,37.747491,-122.50746,Outer Parkside,4,Condominium,1963,741124,94116,15116730
Address: 4230 Lawton Street, San FranciscoSales price: 701000Sales date: 11/04/2014Bedrooms: 1Square feet: 1150Lot size: 1559,4230 Lawton St,1,1,1150,11/4/2014,701000,37.75677,-122.508312,Outer Sunset,5,SingleFamily,1938,989582,94122,15108011
Address: 140 Oshaughnessy Boulevard, San FranciscoSales price: 950000Sales date: 11/04/2014Bedrooms: 2Square feet: 1227Lot size: 3502,140 Oshaughnessy Blvd,2,2,1835,11/4/2014,950000,37.743599,-122.450554,Miraloma Park,5,SingleFamily,1951,1266801,94127,15133513
Address: 661 Rockdale Drive, San FranciscoSales price: 950000Sales date: 11/04/2014Bedrooms: 0Square feet: 1150Lot size: 3197,661 Rockdale Dr,1,2,1150,11/4/2014,950000,37.740853,-122.450807,Miraloma Park,5,SingleFamily,1930,1047694,94127,15134440
Address: 19 Sherwood Court, San FranciscoSales price: 2087500Sales date: 11/04/2014Bedrooms: 3Square feet: 2274Lot size: 5623,19 Sherwood Ct,3,4,3234,11/4/2014,2087500,37.735907,-122.45356,Westwood Highlands,10,SingleFamily,1958,2797123,94127,15135877
Address: 612 Arlington Street, San FranciscoSales price: 900000Sales date: 11/04/2014Bedrooms: 0Square feet: 1128Lot size: 1616,612 Arlington St,1,2,1128,11/4/2014,900000,37.733749,-122.432218,Glen Park,4,SingleFamily,1936,1394127,94131,15185424
Address: 151 Monterey Boulevard, San FranciscoSales price: 1000000Sales date: 11/04/2014Bedrooms: 2Square feet: 1000Lot size: 2809,151 Monterey Blvd,2,4,1000,11/4/2014,1000000,37.731291,-122.438643,Sunnyside,7,SingleFamily,1942,1037435,94131,15186142
Address: 41 Cumberland Street, San FranciscoSales price: 4999500Sales date: 11/03/2014Bedrooms: 5Square feet: 3863Lot size: 2848,41 Cumberland St,5,5,3863,11/3/2014,4999500,37.758868,-122.424434,Mission,10,SingleFamily,1922,5789028,94110,15144977
Address: 64 Ottawa Avenue, San FranciscoSales price: 658000Sales date: 11/03/2014Bedrooms: 3Square feet: 1498Lot size: 2310,64 Ottawa Ave,1,3,1498,11/3/2014,658000,37.714793,-122.444845,Outer Mission,7,SingleFamily,1926,855918,94112,15191702
Address: 3174 San Jose Avenue, San FranciscoSales price: 755000Sales date: 11/03/2014Bedrooms: 3Square feet: 1519Lot size: 2000,3174 San Jose Ave,3,4,1519,11/3/2014,755000,37.70885,-122.458797,Outer Mission,7,SingleFamily,1922,822790,94112,15196051
Address: 2826 Sacramento Street, San FranciscoSales price: 3600000Sales date: 11/03/2014Bedrooms: 4Square feet: 2942Lot size: 3192,2826 Sacramento St,2.5,4,2942,11/3/2014,3600000,37.789408,-122.439535,Pacific Heights,9,SingleFamily,1898,4355069,94115,15082015
Address: 2380 16th Avenue, San FranciscoSales price: 1045000Sales date: 11/03/2014Bedrooms: 0Square feet: 1275Lot size: 3188,2380 16th Ave,1,2,1275,11/3/2014,1045000,37.743665,-122.472169,Inner Parkside,5,SingleFamily,1945,1307756,94116,15120188
Address: 2206 Lake Street, San FranciscoSales price: 3807000Sales date: 11/03/2014Bedrooms: 0Square feet: 3818Lot size: 3773,2206 Lake St,3,5,4692,11/3/2014,3807000,37.786122,-122.483163,Lake,10,SingleFamily,1911,5250715,94121,15089058
Address: 1695 Funston Avenue, San FranciscoSales price: 935000Sales date: 11/03/2014Bedrooms: 4Square feet: 1673Lot size: 2992,1695 Funston Ave,2,4,1673,4/20/2007,975000,37.756635,-122.47026,Golden Gate Heights,7,SingleFamily,1952,1498921,94122,79844987
Address: 101 Pinehurst Way, San FranciscoSales price: 1371000Sales date: 11/03/2014Bedrooms: 3Square feet: 1856Lot size: 2208,101 Pinehurst Way,2,3,1856,11/3/2014,1371000,37.7285,-122.464899,Mount Davidson Manor,6,SingleFamily,1931,1480239,94127,15141844
Address: 401 Cambridge Street, San FranciscoSales price: 1080000Sales date: 11/03/2014Bedrooms: 3Square feet: 1338Lot size: 1750,401 Cambridge St,2,3,1400,11/3/2014,1080000,37.726369,-122.418144,Portola,6,SingleFamily,1973,1314829,94134,15168394
Address: 601 Van Ness Avenue #843, San FranciscoSales price: 548000Sales date: 10/31/2014Bedrooms: 1Square feet: 709Lot size: 105806,601 Van Ness Ave APT 843,1,1,608,10/31/2014,548000,37.781386,-122.421406,Van Ness - Civic Center,3,Condominium,1982,541017,94102,15077843
Address: 601 Van Ness Avenue #1001, San FranciscoSales price: 560000Sales date: 10/31/2014Bedrooms: 1Square feet: 676Lot size: 105806,601 Van Ness Ave APT 1001,1,1,676,10/31/2014,560000,37.781386,-122.421406,Van Ness - Civic Center,3,Condominium,1982,588537,94102,15077911
Address: 1160 Mission Street #1707, San FranciscoSales price: 1031000Sales date: 10/31/2014Bedrooms: 2Square feet: 1031Lot size: 43557,1160 Mission St UNIT 1707,2,2,1031,10/31/2014,1031000,37.778705,-122.412635,South of Market,4,MultiFamily2To4,2009,1159818,94103,83154486
Address: 410 Jessie Street #801, San FranciscoSales price: 1350000Sales date: 10/31/2014Bedrooms: 1Square feet: 1240Lot size: 7776,410 Jessie St STE 701,1,1,1240,4/30/2014,1200000,37.783195,-122.407695,South of Market,4,Condominium,1926,1416217,94103,59779814
Address: 1 Clarence Place #17, San FranciscoSales price: 1700000Sales date: 10/31/2014Bedrooms: 0Square feet: 1859Lot size: 19620,1 Clarence Pl UNIT 17,2,2,1859,10/31/2014,1700000,37.780061,-122.393178,South Beach,5,MultiFamily2To4,1997,1845107,94107,80748228
Address: 1170 Sacramento Street #11C, San FranciscoSales price: 3300000Sales date: 10/31/2014Bedrooms: 2Square feet: 2052Lot size: 14529,1170 Sacramento St APT 11C,2,2,2052,10/31/2014,3300000,37.79293,-122.412195,Nob Hill,4,Condominium,1963,4070479,94108,15068048
Address: 1483 Sutter Street #1502, San FranciscoSales price: 688000Sales date: 10/31/2014Bedrooms: 1Square feet: 650Lot size: 48636,1483 Sutter St APT 1502,1,1,650,10/31/2014,688000,37.78675,-122.424235,Van Ness - Civic Center,3,Condominium,1993,736454,94109,15076471
Address: 238 Olive Street #501, San FranciscoSales price: 1110000Sales date: 10/31/2014Bedrooms: 2Square feet: 1102Lot size: 3330,238 Olive St APT 501,2,2,1102,10/31/2014,1110000,37.784275,-122.422279,Van Ness - Civic Center,4,Condominium,2010,1077496,94109,111931961
Address: 1770 Pacific Avenue #203, San FranciscoSales price: 1185000Sales date: 10/31/2014Bedrooms: 0Square feet: 1500Lot size: 8108,1770 Pacific Ave APT 203,2,2,1500,10/31/2014,1185000,37.794927,-122.424508,Pacific Heights,5,Condominium,1902,1622044,94109,15072955
Address: 519 Nevada Street, San FranciscoSales price: 580000Sales date: 10/31/2014Bedrooms: 0Square feet: 912Lot size: 1750,519 Nevada St,1,1,912,3/3/2015,815000,37.735401,-122.411567,Bernal Heights,4,SingleFamily,1907,938067,94110,15164011
Address: 1304 Florida Street, San FranciscoSales price: 800000Sales date: 10/31/2014Bedrooms: 1Square feet: 670Lot size: 1873,1304 Florida St,1,1,670,10/31/2014,800000,37.750898,-122.410125,Mission,4,SingleFamily,1900,862677,94110,15152552
Address: 202 Ripley Street, San FranciscoSales price: 1160000Sales date: 10/31/2014Bedrooms: 0Square feet: 1164Lot size: 3237,202 Ripley St,1,2,1164,10/31/2014,1160000,37.744292,-122.410176,Bernal Heights,5,Condominium,1910,1320995,94110,96014366
Address: 167 Marston Avenue, San FranciscoSales price: 739000Sales date: 10/31/2014Bedrooms: 1Square feet: 750Lot size: 2661,167 Marston Ave,1,1,750,10/31/2014,739000,37.727219,-122.447652,Sunnyside,4,SingleFamily,1911,886664,94112,15140950
Address: 3959 22nd Street, San FranciscoSales price: 1250000Sales date: 10/31/2014Bedrooms: 0Square feet: 1055Lot size: 2850,3959 22nd St,2,3,1545,10/31/2014,1250000,37.754174,-122.435605,Noe Valley,5,SingleFamily,1900,2203432,94114,15130848
Address: 4675 18th Street, San FranciscoSales price: 1300000Sales date: 10/31/2014Bedrooms: 0Square feet: 1142Lot size: 3013,4675 18th St,2,2,1098,10/31/2014,1300000,37.760154,-122.442851,Eureka Valley - Dolores Heights - Castro,7,Condominium,1905,1223998,94114,63197062
Address: 571 Noe Street, San FranciscoSales price: 1680000Sales date: 10/31/2014Bedrooms: 2Square feet: 1264Lot size: 2625,571 Noe St,1,2,1264,10/31/2014,1680000,37.759912,-122.43236,Eureka Valley - Dolores Heights - Castro,6,SingleFamily,1900,1920991,94114,15144480
Address: 1235 McAllister Street #111, San FranciscoSales price: 272000Sales date: 10/31/2014Bedrooms: 1Square feet: 659Lot size: 41262,1235 Mcallister St APT 111,1,1,659,10/31/2014,271618,37.778055,-122.432515,Western Addition,3,Condominium,2000,734197,94115,15078153
Address: 2990 Clay Street #4, San FranciscoSales price: 1250000Sales date: 10/31/2014Bedrooms: 2Square feet: 1100Lot size: 2750,2990 Clay St APT 4,2,2,1100,10/31/2014,1250000,37.789907,-122.442357,Pacific Heights,4,Condominium,1890,1282724,94115,15081981
Address: 2174 34th Avenue, San FranciscoSales price: 875000Sales date: 10/31/2014Bedrooms: 0Square feet: 1175Lot size: 2996,2174 34th Ave,1,2,1175,10/31/2014,875000,37.746575,-122.491731,Parkside,5,SingleFamily,1940,1056759,94116,15117387
Address: 2476 21st Avenue, San FranciscoSales price: 950000Sales date: 10/31/2014Bedrooms: 3Square feet: 1500Lot size: 4000,2476 21st Ave,1,3,1500,10/31/2014,950000,37.741535,-122.477405,Parkside,6,SingleFamily,1927,1128535,94116,15122643
Address: 797 35th Avenue, San FranciscoSales price: 1500000Sales date: 10/31/2014Bedrooms: 0Square feet: 2600Lot size: 3179,797 35th Ave,6.5,4,3700,5/22/2015,1600000,37.774089,-122.495338,Outer Richmond,8,SingleFamily,1923,2079770,94121,15097126
Address: 17 25th Avenue, San FranciscoSales price: 4999500Sales date: 10/31/2014Bedrooms: 4Square feet: 5172Lot size: 2500,17 25th Ave,4,4,5172,10/31/2014,4999500,37.78932,-122.486027,Sea Cliff,13,SingleFamily,1920,7043051,94121,15088576
Address: 3560 Baker Street, San FranciscoSales price: 7100000Sales date: 10/31/2014Bedrooms: 0Square feet: 3144Lot size: 3898,3560 Baker St,3.5,4,3144,10/31/2014,7100000,37.804107,-122.446782,Marina,8,SingleFamily,1929,8585827,94123,15079718
Address: 4800 3rd Street #202, San FranciscoSales price: 152500Sales date: 10/31/2014Bedrooms: 1Square feet: 580Lot size: 8935,4800 3rd St UNIT 202,1,1,580,10/31/2014,152500,37.734745,-122.391082,Bayview,3,Condominium,2009,528021,94124,116157437
Address: 1789 McKinnon Avenue, San FranciscoSales price: 651000Sales date: 10/31/2014Bedrooms: 0Square feet: 2300Lot size: 3114,1789 Mckinnon Ave,2,4,2300,10/31/2014,651000,37.737648,-122.392919,Bayview,10,MultiFamily2To4,1924,1107834,94124,15156107
Address: 317 Los Palmos Drive, San FranciscoSales price: 750000Sales date: 10/31/2014Bedrooms: 0Square feet: 858Lot size: 2848,317 Los Palmos Dr,1,2,858,2/19/2015,875000,37.735611,-122.450485,Miraloma Park,4,SingleFamily,1959,1091362,94127,15136283
Address: 695 Monterey Boulevard #303, San FranciscoSales price: 805000Sales date: 10/31/2014Bedrooms: 3Square feet: 1484Lot size: 10049,695 Monterey Blvd APT 303,2,3,1484,10/31/2014,805000,37.73126,-122.450866,Sunnyside,6,Condominium,1986,914857,94127,15139188
Address: 190 Marietta Drive, San FranciscoSales price: 949000Sales date: 10/31/2014Bedrooms: 3Square feet: 1100Lot size: 1968,190 Marietta Dr,2,3,1100,10/31/2014,949000,37.74005,-122.446604,Miraloma Park,6,SingleFamily,1943,1086358,94127,15134603
Address: 65 St. Charles Avenue, San FranciscoSales price: 820000Sales date: 10/31/2014Bedrooms: 2Square feet: 1480Lot size: 2495,65 Saint Charles Ave,1,2,1150,10/31/2014,820000,37.712999,-122.469038,Ingleside Heights,6,SingleFamily,1948,623486,94132,15195135
Address: 4650 Ocean Avenue, San FranciscoSales price: 1500000Sales date: 10/31/2014Bedrooms: 0Square feet: 2867Lot size: 4447,4650 Ocean Ave,2.5,4,2867,11/1/2014,1500000,37.732122,-122.492882,Lakeshore,13,SingleFamily,1951,1858506,94132,15197730
Address: 20 Burr Avenue, San FranciscoSales price: 500000Sales date: 10/31/2014Bedrooms: 0Square feet: 1728Lot size: 1372,20 Burr Ave,2.5,4,1728,10/31/2014,500000,37.709818,-122.414677,Visitacion Valley,7,SingleFamily,1963,564676,94134,15176851
Address: 45 Mill Street, San FranciscoSales price: 640000Sales date: 10/31/2014Bedrooms: 2Square feet: 850Lot size: 2500,45 Mill St,1,2,850,10/31/2014,640000,37.718895,-122.405621,Visitacion Valley,4,SingleFamily,1947,651405,94134,15172566
Address: 836 Brussels Street, San FranciscoSales price: 750000Sales date: 10/31/2014Bedrooms: 2Square feet: 1125Lot size: 3000,836 Brussels St,1,2,1125,10/31/2014,750000,37.721737,-122.403683,Portola,5,SingleFamily,1927,839353,94134,15172256
Address: 300 Berry Street #622, San FranciscoSales price: 888000Sales date: 10/31/2014Bedrooms: 1Square feet: 866Lot size: 41861,300 Berry St UNIT 622,1,1,866,10/31/2014,888000,37.77393,-122.39624,South of Market,3,MultiFamily2To4,2004,983440,94158,96036415
Address: 55 Page Street #819, San FranciscoSales price: 1121000Sales date: 10/30/2014Bedrooms: 2Square feet: 746Lot size: 25801,55 Page St APT 819,1,1,746,10/30/2014,1121000,37.773891,-122.421875,Van Ness - Civic Center,3,Condominium,2008,929896,94102,82785576
Address: 340 Arkansas Street, San FranciscoSales price: 1350000Sales date: 10/30/2014Bedrooms: 3Square feet: 1340Lot size: 45942,340 Arkansas St,2,2,1340,10/30/2014,1350000,37.76181,-122.398865,Potrero Hill,5,Condominium,1995,1407961,94107,15149372
Address: 1950 Gough Street #406, San FranciscoSales price: 1025000Sales date: 10/30/2014Bedrooms: 1Square feet: 1000Lot size: 8284,1950 Gough St APT 406,1,1,1000,10/30/2014,1025000,37.791558,-122.425677,Pacific Heights,4,Condominium,1926,1160269,94109,15074313
Address: 1049 Dolores Street #3, San FranciscoSales price: 830000Sales date: 10/30/2014Bedrooms: 1Square feet: 766Lot size: 4246,1049 Dolores St APT 3,1,1,766,10/30/2014,830000,37.752658,-122.424819,Mission,2,Condominium,1960,877999,94110,89237544
Address: 21 Fountain Street, San FranciscoSales price: 3800000Sales date: 10/30/2014Bedrooms: 4Square feet: 2275Lot size: 4000,21 Fountain St,2,3,3000,10/30/2014,3800000,37.750446,-122.441328,Noe Valley,7,SingleFamily,1900,4898936,94114,15180006
Address: 1235 McAllister Street #215, San FranciscoSales price: 303500Sales date: 10/30/2014Bedrooms: 1Square feet: 666Lot size: 41262,1235 Mcallister St APT 215,1,1,666,10/30/2014,303017,37.778055,-122.432515,Western Addition,3,Condominium,2000,734380,94115,15078168
Address: 2238 21st Avenue, San FranciscoSales price: 898000Sales date: 10/30/2014Bedrooms: 2Square feet: 1230Lot size: 2996,2238 21st Ave,2,4,1850,10/30/2014,898000,37.745937,-122.477716,Parkside,5,SingleFamily,1926,1147607,94116,15119709
Address: 3432 Fulton Street, San FranciscoSales price: 1603500Sales date: 10/30/2014Bedrooms: 3Square feet: 1750Lot size: 2448,3432 Fulton St,2,3,2750,10/30/2014,1603432,37.773481,-122.468808,Inner Richmond,8,SingleFamily,1909,1815101,94118,15098926
Address: 154 21st Avenue, San FranciscoSales price: 1900000Sales date: 10/30/2014Bedrooms: 0Square feet: 2362Lot size: 2996,154 21st Ave,2.5,5,2362,10/30/2014,1900000,37.784937,-122.480457,Lake,10,SingleFamily,1911,1893272,94121,15090232
Address: 1880 Vallejo Street #3, San FranciscoSales price: 1009000Sales date: 10/30/2014Bedrooms: 1Square feet: 828Lot size: 4127,1880 Vallejo St APT 3,1,1,828,10/30/2014,1009000,37.796382,-122.428254,Pacific Heights,4,Condominium,1939,984763,94123,15072243
Address: 109 Avila Street, San FranciscoSales price: 2100000Sales date: 10/30/2014Bedrooms: 2Square feet: 1829Lot size: 2500,109 Avila St,2,2,1829,10/30/2014,2100000,37.801463,-122.440793,Marina,6,SingleFamily,1924,2772972,94123,15070277
Address: 237 Avila Street, San FranciscoSales price: 2475000Sales date: 10/30/2014Bedrooms: 0Square feet: 1805Lot size: 2504,237 Avila St,2,3,1805,10/30/2014,2475000,37.803058,-122.441118,Marina,7,SingleFamily,1925,3062730,94123,15069962
