address,info,z_address,bathrooms,bedrooms,finishedsqft,lastsolddate,lastsoldprice,latitude,longitude,neighborhood,totalrooms,usecode,yearbuilt,zestimate,zipcode,zpid
Address: 1500 Francisco Street #7, San FranciscoSales price: 855000Sales date: 01/27/2014Bedrooms: 1Square feet: 968Lot size: 4771,1500 Francisco St APT 7,1,1,968,1/27/2014,855000,37.802711,-122.430168,Marina,6,Condominium,1924,975795,94123,15070378
Address: 3336 San Bruno Avenue #101, San FranciscoSales price: 315500Sales date: 01/27/2014Bedrooms: 1Square feet: 712Lot size: 7049,3336 San Bruno Ave APT 101,1,1,712,1/27/2014,315500,37.719493,-122.4008,Visitacion Valley,3,Condominium,1980,548181,94134,15172744
Address: 300 Ivy Street #203, San FranciscoSales price: 685000Sales date: 01/24/2014Bedrooms: 0Square feet: 0Lot size: 0,300 Ivy St APT 203,1,1,655,1/24/2014,685000,37.777362,-122.42324,Hayes Valley,3,Condominium,2014,843419,94102,123174819
Address: 300 Ivy Street #404, San FranciscoSales price: 1087000Sales date: 01/24/2014Bedrooms: 0Square feet: 0Lot size: 0,300 Ivy St APT 404,2,2,938,1/24/2014,1087000,37.777362,-122.42324,Hayes Valley,4,Condominium,2014,1284182,94102,123174925
Address: 300 Ivy Street #122, San FranciscoSales price: 1527000Sales date: 01/24/2014Bedrooms: 0Square feet: 0Lot size: 0,300 Ivy St APT 122,2,3,1596,1/24/2014,1527000,37.777362,-122.42324,Hayes Valley,5,Condominium,2014,1998482,94102,123174972
Address: 616 20th Street #420, San FranciscoSales price: 755000Sales date: 01/24/2014Bedrooms: 0Square feet: 0Lot size: 0,616 20th St UNIT 420,1,1,770,1/24/2014,755000,37.760581,-122.387846,Central Waterfront - Dogpatch,4,Condominium,2013,847881,94107,123598012
Address: 250 King Street #652, San FranciscoSales price: 1225000Sales date: 01/24/2014Bedrooms: 3Square feet: 1653Lot size: 213232,250 King St UNIT 652,2,3,1653,1/24/2014,1225000,37.777645,-122.39343,South of Market,5,Condominium,2004,1671936,94107,69819527
Address: 1080 Sutter Street #703, San FranciscoSales price: 652000Sales date: 01/24/2014Bedrooms: 0Square feet: 0Lot size: 0,1080 Sutter St APT 703,1,2,750,1/24/2014,652000,37.788066,-122.418065,Downtown,3,Condominium,2014,804715,94109,123174968
Address: 1080 Sutter Street #803, San FranciscoSales price: 672500Sales date: 01/24/2014Bedrooms: 0Square feet: 0Lot size: 0,1080 Sutter St APT 803,1,3,750,1/24/2014,672500,37.788066,-122.418065,Downtown,4,Condominium,2014,861879,94109,123175017
Address: 1080 Sutter Street #502, San FranciscoSales price: 875000Sales date: 01/24/2014Bedrooms: 0Square feet: 0Lot size: 0,1080 Sutter St APT 502,2,3,1330,1/24/2014,875000,37.788066,-122.418065,Downtown,5,Condominium,2014,1453647,94109,123175049
Address: 1080 Sutter Street #604, San FranciscoSales price: 975000Sales date: 01/24/2014Bedrooms: 0Square feet: 0Lot size: 0,1080 Sutter St APT 604,2,3,1226,1/24/2014,975000,37.788066,-122.418065,Downtown,4,Condominium,2014,1363357,94109,123175090
Address: 1154 Chestnut Street, San FranciscoSales price: 4400000Sales date: 01/24/2014Bedrooms: 5Square feet: 3854Lot size: 1855,1154 Chestnut St,5,5,3854,1/24/2014,4400000,37.80271,-122.422409,Russian Hill,8,SingleFamily,1917,5563210,94109,15070529
Address: 3380 22nd Street, San FranciscoSales price: 1060000Sales date: 01/24/2014Bedrooms: 0Square feet: 0Lot size: 0,3380 22nd St,1,3,1375,1/24/2014,1060000,37.755247,-122.422684,Mission,7,Condominium,1900,1372782,94110,122064110
Address: 2594 39th Avenue, San FranciscoSales price: 650000Sales date: 01/24/2014Bedrooms: 0Square feet: 968Lot size: 1438,2594 39th Ave,2,3,1206,9/24/2014,925000,37.73853,-122.496647,Outer Parkside,5,SingleFamily,1943,1045836,94116,15124027
Address: 2446 17th Avenue, San FranciscoSales price: 908000Sales date: 01/24/2014Bedrooms: 0Square feet: 1175Lot size: 2996,2446 17th Ave,2,3,1175,1/24/2014,908000,37.74226,-122.473162,Inner Parkside,5,SingleFamily,1927,1348846,94116,15122796
Address: 408 Waller Street, San FranciscoSales price: 925000Sales date: 01/24/2014Bedrooms: 2Square feet: 1000Lot size: 1800,408 Waller St,1,2,1000,1/24/2014,925000,37.771331,-122.430566,Hayes Valley,5,Condominium,1900,1080487,94117,89238397
Address: 340 Cornwall Street, San FranciscoSales price: 1300000Sales date: 01/24/2014Bedrooms: 0Square feet: 0Lot size: 0,340 Cornwall St,2,2,1359,1/24/2014,1300000,37.784941,-122.462896,Inner Richmond,6,Condominium,2013,1411884,94118,122063949
Address: 320 Cornwall Street, San FranciscoSales price: 1429000Sales date: 01/24/2014Bedrooms: 0Square feet: 0Lot size: 0,320 Cornwall St,2,3,1373,1/24/2014,1429000,37.784945,-122.46275,Inner Richmond,6,Condominium,2013,1468271,94118,122064019
Address: 730 Funston Avenue, San FranciscoSales price: 3230000Sales date: 01/24/2014Bedrooms: 6Square feet: 5190Lot size: 6237,730 Funston Ave,4,5,5335,1/24/2014,3230000,37.774396,-122.470996,Inner Richmond,16,SingleFamily,1923,4134727,94118,15099033
Address: 858 37th Avenue, San FranciscoSales price: 1250000Sales date: 01/24/2014Bedrooms: 5Square feet: 3059Lot size: 3000,858 37th Ave,3.5,6,3059,1/24/2014,1250000,37.772764,-122.496779,Outer Richmond,12,SingleFamily,1925,1703573,94121,15100052
Address: 1490 7th Avenue, San FranciscoSales price: 1220000Sales date: 01/24/2014Bedrooms: 0Square feet: 1950Lot size: 2374,1490 7th Ave,1,3,1950,1/24/2014,1220000,37.76063,-122.463642,Inner Sunset,8,SingleFamily,1916,1823198,94122,15106067
Address: 1062 Ingerson Avenue, San FranciscoSales price: 555000Sales date: 01/24/2014Bedrooms: 0Square feet: 1250Lot size: 2495,1062 Ingerson Ave,2,4,1806,1/24/2014,555000,37.719968,-122.393996,Bayview,8,SingleFamily,1935,724772,94124,15154726
Address: 698 Joost Avenue, San FranciscoSales price: 705000Sales date: 01/24/2014Bedrooms: 0Square feet: 862Lot size: 2500,698 Joost Ave,1,2,862,1/24/2014,705000,37.732482,-122.450964,Sunnyside,4,SingleFamily,1922,923568,94127,15138437
Address: 169 Glenview Drive, San FranciscoSales price: 708000Sales date: 01/24/2014Bedrooms: 2Square feet: 833Lot size: 7875,169 Glenview Dr,1,2,833,1/24/2014,708000,37.749104,-122.447492,Midtown Terrace,5,SingleFamily,1951,1083163,94131,15133059
Address: 8200 Oceanview Terrace #319, San FranciscoSales price: 400000Sales date: 01/24/2014Bedrooms: 1Square feet: 745Lot size: 325629,8200 Oceanview Ter APT 319,1,1,745,1/24/2014,400000,37.71048,-122.467645,Ingleside Heights,3,Condominium,2002,534475,94132,67394643
Address: 300 Berry Street #416, San FranciscoSales price: 685000Sales date: 01/24/2014Bedrooms: 1Square feet: 670Lot size: 41861,300 Berry St UNIT 416,1,1,670,1/24/2014,685000,37.773929,-122.39624,South of Market,3,MultiFamily2To4,2009,829843,94158,96013857
Address: 300 Ivy Street #303, San FranciscoSales price: 665000Sales date: 01/23/2014Bedrooms: 0Square feet: 0Lot size: 0,300 Ivy St APT 303,1,1,679,1/23/2014,665000,37.777362,-122.42324,Hayes Valley,3,Condominium,2014,863824,94102,123174953
Address: 300 Ivy Street #413, San FranciscoSales price: 709000Sales date: 01/23/2014Bedrooms: 0Square feet: 0Lot size: 0,300 Ivy St APT 413,1,1,677,1/23/2014,709000,37.777362,-122.42324,Hayes Valley,3,Condominium,2014,869917,94102,123175042
Address: 300 Ivy Street #402, San FranciscoSales price: 1094500Sales date: 01/23/2014Bedrooms: 0Square feet: 0Lot size: 0,300 Ivy St APT 402,2,2,938,1/23/2014,1094500,37.777362,-122.42324,Hayes Valley,4,Condominium,2014,1286246,94102,123175142
Address: 300 Ivy Street #126, San FranciscoSales price: 1567000Sales date: 01/23/2014Bedrooms: 0Square feet: 0Lot size: 0,300 Ivy St APT 126,2,3,1596,1/23/2014,1567000,37.777362,-122.42324,Hayes Valley,5,Condominium,2014,1930644,94102,123174871
Address: 1352 Stevenson Street, San FranciscoSales price: 784000Sales date: 01/23/2014Bedrooms: 2Square feet: 925Lot size: 2475,1352 Stevenson St,1,2,925,1/23/2014,784000,37.77074,-122.421867,South of Market,5,Condominium,1907,947525,94103,89237168
Address: 1080 Sutter Street #403, San FranciscoSales price: 639000Sales date: 01/23/2014Bedrooms: 0Square feet: 0Lot size: 0,1080 Sutter St APT 403,1,2,750,1/23/2014,639000,37.788066,-122.418065,Downtown,4,Condominium,2014,804715,94109,123174728
Address: 1080 Sutter Street #603, San FranciscoSales price: 642000Sales date: 01/23/2014Bedrooms: 0Square feet: 0Lot size: 0,1080 Sutter St APT 603,1,2,750,1/23/2014,642000,37.788066,-122.418065,Downtown,3,Condominium,2014,805128,94109,123175025
Address: 1080 Sutter Street #302, San FranciscoSales price: 860000Sales date: 01/23/2014Bedrooms: 0Square feet: 0Lot size: 0,1080 Sutter St APT 302,2,3,1330,1/23/2014,860000,37.788066,-122.418065,Downtown,4,Condominium,2014,1452151,94109,123174934
Address: 1080 Sutter Street #401, San FranciscoSales price: 910000Sales date: 01/23/2014Bedrooms: 0Square feet: 0Lot size: 0,1080 Sutter St APT 401,2,3,1226,1/23/2014,910000,37.788066,-122.418065,Downtown,4,Condominium,2014,1363357,94109,123174892
Address: 1080 Sutter Street #1002, San FranciscoSales price: 967000Sales date: 01/23/2014Bedrooms: 0Square feet: 0Lot size: 0,1080 Sutter St APT 1002,2,2,1330,1/23/2014,967000,37.788066,-122.418065,Downtown,4,Condominium,2014,1438953,94109,123174955
Address: 1080 Sutter Street #701, San FranciscoSales price: 1007000Sales date: 01/23/2014Bedrooms: 0Square feet: 0Lot size: 0,1080 Sutter St APT 701,2,3,1225,1/23/2014,1007000,37.788066,-122.418065,Downtown,3,Condominium,2014,1366094,94109,123174821
Address: 3047 Fillmore Street #B, San FranciscoSales price: 735000Sales date: 01/23/2014Bedrooms: 1Square feet: 1164Lot size: 2500,3047 Fillmore St # B,1,1,1164,1/23/2014,735000,37.797695,-122.435905,Cow Hollow,4,Condominium,1907,1280150,94123,111925885
Address: 3550 Market Street #501, San FranciscoSales price: 820000Sales date: 01/23/2014Bedrooms: 0Square feet: 1099Lot size: 11968,3550 Market St # 501,2,2,1099,1/23/2014,820000,37.75629,-122.441894,Twin Peaks,4,Condominium,1979,973585,94131,15130260
Address: 300 Ivy Street #209, San FranciscoSales price: 1060000Sales date: 01/22/2014Bedrooms: 0Square feet: 0Lot size: 0,300 Ivy St APT 209,2,2,1032,1/22/2014,1060000,37.777362,-122.42324,Hayes Valley,4,Condominium,2014,1295297,94102,123174907
Address: 300 Ivy Street #500, San FranciscoSales price: 1300000Sales date: 01/22/2014Bedrooms: 0Square feet: 0Lot size: 0,300 Ivy St APT 500,2,2,1075,1/22/2014,1300000,37.777362,-122.42324,Hayes Valley,4,MultiFamily2To4,2014,1287439,94102,123174982
Address: 631 Folsom Street #18E, San FranciscoSales price: 990000Sales date: 01/22/2014Bedrooms: 2Square feet: 906Lot size: 38089,631 Folsom St APT 18E,2,2,931,1/22/2014,990000,37.784713,-122.396873,Yerba Buena,5,Condominium,2010,1236162,94107,89240150
Address: 1080 Sutter Street #503, San FranciscoSales price: 649000Sales date: 01/22/2014Bedrooms: 0Square feet: 0Lot size: 0,1080 Sutter St APT 503,1,2,750,1/22/2014,649000,37.788066,-122.418065,Downtown,3,Condominium,2014,806738,94109,123174828
Address: 1080 Sutter Street #204, San FranciscoSales price: 877500Sales date: 01/22/2014Bedrooms: 0Square feet: 0Lot size: 0,1080 Sutter St APT 204,2,3,1226,1/22/2014,877500,37.788066,-122.418065,Downtown,4,Condominium,2014,1360548,94109,123175031
Address: 1080 Sutter Street #602, San FranciscoSales price: 917000Sales date: 01/22/2014Bedrooms: 0Square feet: 0Lot size: 0,1080 Sutter St APT 602,2,3,1330,1/22/2014,917000,37.788066,-122.418065,Downtown,4,Condominium,2014,1452151,94109,123174765
Address: 1080 Sutter Street #801, San FranciscoSales price: 1012500Sales date: 01/22/2014Bedrooms: 0Square feet: 0Lot size: 0,1080 Sutter St APT 801,2,3,1226,1/22/2014,1012500,37.788066,-122.418065,Downtown,4,MultiFamily2To4,2014,1360714,94109,123174868
Address: 3754 Cesar Chavez, San FranciscoSales price: 1065000Sales date: 01/22/2014Bedrooms: 0Square feet: 675Lot size: 1581,3754 Cesar Chavez,1,2,936,1/22/2014,1065000,37.748082,-122.423582,Mission,4,SingleFamily,1900,1146539,94110,15181852
Address: 76 Museum Way, San FranciscoSales price: 718000Sales date: 01/22/2014Bedrooms: 2Square feet: 960Lot size: 0,76 Museum Way,2,2,960,1/22/2014,718000,37.764585,-122.440345,Corona Heights,5,Condominium,1961,1091273,94114,119639127
Address: 231 Cole Street, San FranciscoSales price: 925000Sales date: 01/22/2014Bedrooms: 2Square feet: 1181Lot size: 2581,231 Cole St,1.5,2,1181,1/22/2014,925000,37.772816,-122.451179,North Panhandle,5,Condominium,1902,1118457,94117,59718404
Address: 1622 Great Highway, San FranciscoSales price: 1265000Sales date: 01/22/2014Bedrooms: 3Square feet: 3571Lot size: 3000,1622-1626 Great Hwy,3,6,3691,1/22/2014,1265000,37.75604,-122.50851,Outer Sunset,12,Duplex,1908,1854131,94122,15108068
Address: 616 20th Street #430, San FranciscoSales price: 760000Sales date: 01/21/2014Bedrooms: 0Square feet: 0Lot size: 0,616 20th St UNIT 430,1,2,760,1/21/2014,760000,37.760768,-122.387977,Central Waterfront - Dogpatch,4,Condominium,2013,841662,94107,123192378
Address: 1701 Jackson Street #601, San FranciscoSales price: 950000Sales date: 01/21/2014Bedrooms: 0Square feet: 1058Lot size: 38432,1701 Jackson St APT 601,2,2,1058,1/21/2014,950000,37.793709,-122.423446,Pacific Heights,5,Condominium,2001,1259656,94109,54854399
Address: 2060 Sutter Street #401, San FranciscoSales price: 1051500Sales date: 01/21/2014Bedrooms: 2Square feet: 1174Lot size: 35698,2060 Sutter St APT 401,2,2,1174,1/21/2014,1051500,37.786233,-122.434364,Lower Pacific Heights,5,Condominium,1984,1380918,94115,15075675
Address: 2419 34th Avenue, San FranciscoSales price: 925000Sales date: 01/21/2014Bedrooms: 0Square feet: 1560Lot size: 2996,2419 34th Ave,2,3,1560,1/21/2014,925000,37.74191,-122.492066,Parkside,8,SingleFamily,1925,960776,94116,15122032
Address: 664 Sweeny Street, San FranciscoSales price: 650000Sales date: 01/21/2014Bedrooms: 2Square feet: 850Lot size: 2687,664 Sweeny St,1,2,850,1/21/2014,650000,37.730454,-122.416464,Portola,4,SingleFamily,1942,814833,94134,15165306
Address: 300 Ivy Street #507, San FranciscoSales price: 1097000Sales date: 01/17/2014Bedrooms: 0Square feet: 0Lot size: 0,300 Ivy St APT 507,2,2,1075,3/14/2014,1210000,37.777362,-122.42324,Hayes Valley,4,MultiFamily2To4,2014,1291420,94102,123174929
Address: 300 Ivy Street #409, San FranciscoSales price: 1252000Sales date: 01/17/2014Bedrooms: 0Square feet: 0Lot size: 0,300 Ivy St APT 409,2,2,1123,1/17/2014,1252000,37.777362,-122.42324,Hayes Valley,4,Condominium,2014,1388467,94102,123174976
Address: 300 Ivy Street #412, San FranciscoSales price: 1254000Sales date: 01/17/2014Bedrooms: 0Square feet: 0Lot size: 0,300 Ivy St APT 412,2,2,1038,1/17/2014,1254000,37.777362,-122.42324,Hayes Valley,4,Condominium,2014,1385568,94102,123174773
Address: 300 Ivy Street #515, San FranciscoSales price: 1277000Sales date: 01/17/2014Bedrooms: 0Square feet: 0Lot size: 0,300 Ivy St APT 515,2,2,1059,1/17/2014,1277000,37.777362,-122.42324,Hayes Valley,4,Condominium,2014,1340012,94102,123174921
Address: 489 Harrison Street #507, San FranciscoSales price: 1400000Sales date: 01/17/2014Bedrooms: 2Square feet: 1508Lot size: 56024,489 Harrison St UNIT 507,3,2,1508,1/17/2014,1400000,37.786064,-122.392173,South Beach,4,Condominium,2008,2669985,94105,83152683
Address: 1080 Sutter Street #201, San FranciscoSales price: 885000Sales date: 01/17/2014Bedrooms: 0Square feet: 0Lot size: 0,1080 Sutter St APT 201,2,3,1226,1/17/2014,885000,37.788066,-122.418065,Downtown,4,Condominium,2014,1362704,94109,123597843
Address: 1080 Sutter Street #704, San FranciscoSales price: 1002000Sales date: 01/17/2014Bedrooms: 0Square feet: 0Lot size: 0,1080 Sutter St APT 704,2,3,1226,10/2/2015,1285000,37.788066,-122.418065,Downtown,4,Condominium,2014,1358176,94109,123175131
Address: 287 Thrift Street, San FranciscoSales price: 650000Sales date: 01/17/2014Bedrooms: 2Square feet: 1150Lot size: 3123,287 Thrift St,2,2,1150,1/17/2014,650000,37.717185,-122.462041,Oceanview,6,SingleFamily,1949,870734,94112,15192327
Address: 94 Eastwood Drive, San FranciscoSales price: 1085000Sales date: 01/17/2014Bedrooms: 0Square feet: 1200Lot size: 3388,94 Eastwood Dr,2,2,1340,1/17/2014,1085000,37.727467,-122.457135,Westwood Park,7,SingleFamily,1923,1252002,94112,15140838
Address: 1804 Ellis Street #71, San FranciscoSales price: 490000Sales date: 01/17/2014Bedrooms: 2Square feet: 816Lot size: 75086,1804D Ellis St # 71,1,2,816,1/17/2014,490000,37.78228,-122.43682,Western Addition,4,Condominium,1986,736258,94115,15077434
Address: 2140 Bush Street #5, San FranciscoSales price: 1622500Sales date: 01/17/2014Bedrooms: 0Square feet: 1969Lot size: 9563,2140 Bush St APT 5,1,1,1969,1/17/2014,1622500,37.787419,-122.432478,Lower Pacific Heights,2,Condominium,1920,1642726,94115,15075328
Address: 2488 45th Avenue, San FranciscoSales price: 599000Sales date: 01/17/2014Bedrooms: 0Square feet: 877Lot size: 1089,2488 45th Ave,1,2,877,1/17/2014,599000,37.740231,-122.50326,Outer Parkside,4,SingleFamily,1946,699593,94116,15121619
Address: 767 Oak Street, San FranciscoSales price: 1750000Sales date: 01/17/2014Bedrooms: 5Square feet: 1915Lot size: 3781,767 Oak St,4.5,4,2588,1/17/2014,1750000,37.773552,-122.431853,Hayes Valley,9,SingleFamily,1900,3623798,94117,15078864
Address: 656 5th Avenue, San FranciscoSales price: 1200000Sales date: 01/17/2014Bedrooms: 3Square feet: 2826Lot size: 3000,656 5th Ave,2,3,1543,1/17/2014,1200000,37.776262,-122.462535,Inner Richmond,7,MultiFamily2To4,1907,1250377,94118,64971486
Address: 142 Ewing Terrace, San FranciscoSales price: 1725000Sales date: 01/17/2014Bedrooms: 2Square feet: 2040Lot size: 4682,142 Ewing Ter,2,2,2040,1/17/2014,1725000,37.780748,-122.448215,Lone Mountain,7,SingleFamily,1941,1949512,94118,15084104
Address: 4032 Irving Street, San FranciscoSales price: 700000Sales date: 01/17/2014Bedrooms: 2Square feet: 1577Lot size: 2495,4032 Irving St,2,2,1577,1/17/2014,700000,37.762741,-122.501339,Outer Sunset,6,SingleFamily,1908,1053921,94122,15101085
Address: 1250 31st Avenue, San FranciscoSales price: 1190000Sales date: 01/17/2014Bedrooms: 3Square feet: 1491Lot size: 3600,1250 31st Ave,3,6,2491,1/17/2014,1190000,37.763901,-122.489717,Central Sunset,6,SingleFamily,1923,1470507,94122,15101584
Address: 1966 Greenwich Street, San FranciscoSales price: 1050000Sales date: 01/17/2014Bedrooms: 2Square feet: 1066Lot size: 3437,1966 Greenwich St,4,5,3484,1/17/2014,1050000,37.799718,-122.432113,Cow Hollow,4,SingleFamily,1900,4419861,94123,64971346
Address: 1968 Greenwich Street, San FranciscoSales price: 2650000Sales date: 01/17/2014Bedrooms: 3Square feet: 3235Lot size: 3437,1968 Greenwich St,2.5,3,2418,1/17/2014,2650000,37.799718,-122.432113,Cow Hollow,7,SingleFamily,1950,3111049,94123,15071139
Address: 986 Ingerson Avenue, San FranciscoSales price: 632000Sales date: 01/17/2014Bedrooms: 3Square feet: 1672Lot size: 2495,986 Ingerson Ave,2,4,2850,1/17/2014,632000,37.71915,-122.392555,Bayview,9,SingleFamily,1928,730726,94124,15154683
Address: 1500 Newcomb Avenue, San FranciscoSales price: 769000Sales date: 01/17/2014Bedrooms: 4Square feet: 2416Lot size: 2500,1500 Newcomb Ave,1,3,2440,1/17/2014,769000,37.734439,-122.38785,Bayview,10,SingleFamily,1918,938256,94124,15156124
Address: 2220 Castro Street, San FranciscoSales price: 3550000Sales date: 01/17/2014Bedrooms: 0Square feet: 1200Lot size: 2622,2220 Castro St,4.5,4,3972,1/17/2014,3550000,37.74368,-122.433676,Noe Valley,9,SingleFamily,1912,3522767,94131,15200090
